"Time differences (ps)"	"Counts per bin"
-1450700	7
-1450650	6
-1450600	2
-1450550	6
-1450500	5
-1450450	4
-1450400	10
-1450350	6
-1450300	12
-1450250	8
-1450200	7
-1450150	9
-1450100	6
-1450050	14
-1450000	17
-1449950	18
-1449900	13
-1449850	16
-1449800	21
-1449750	23
-1449700	11
-1449650	19
-1449600	25
-1449550	26
-1449500	37
-1449450	33
-1449400	29
-1449350	33
-1449300	47
-1449250	42
-1449200	45
-1449150	49
-1449100	36
-1449050	43
-1449000	46
-1448950	58
-1448900	33
-1448850	40
-1448800	45
-1448750	38
-1448700	48
-1448650	45
-1448600	30
-1448550	36
-1448500	27
-1448450	24
-1448400	24
-1448350	18
-1448300	27
-1448250	24
-1448200	17
-1448150	29
-1448100	17
-1448050	22
-1448000	17
-1447950	13
-1447900	5
-1447850	17
-1447800	10
-1447750	7
-1447700	7
-1447650	16
-1447600	10
-1447550	3
-1447500	6
-1447450	9
-1447400	8
-1447350	3
-1447300	2
-1447250	6
-1447200	4
-1447150	5
-1447100	4
-1447050	2
-1447000	2
-1446950	2
-1446900	3
-1446850	4
-1446800	7
-1446750	1
-1446700	0
-1446650	2
-1446600	1
-1446550	0
-1446500	3
-1446450	2
-1446400	2
-1446350	0
-1446300	2
-1446250	6
-1446200	2
-1446150	0
-1446100	3
-1446050	1
-1446000	0
-1445950	1
-1445900	0
-1445850	1
-1445800	1
-1445750	0
-1445700	2
-1445650	1
-1445600	2
-1445550	2
-1445500	2
-1445450	2
-1445400	3
-1445350	0
-1445300	1
-1445250	0
-1445200	2
-1445150	2
-1445100	2
-1445050	0
-1445000	0
-1444950	1
-1444900	0
-1444850	1
-1444800	1
-1444750	3
-1444700	3
-1444650	1
-1444600	0
-1444550	3
-1444500	2
-1444450	0
-1444400	3
-1444350	1
-1444300	2
-1444250	2
-1444200	2
-1444150	1
-1444100	0
-1444050	0
-1444000	1
-1443950	1
-1443900	0
-1443850	0
-1443800	2
-1443750	0
-1443700	2
-1443650	0
-1443600	0
-1443550	1
-1443500	2
-1443450	4
-1443400	1
-1443350	2
-1443300	1
-1443250	1
-1443200	2
-1443150	0
-1443100	2
-1443050	0
-1443000	4
-1442950	1
-1442900	0
-1442850	2
-1442800	0
-1442750	0
-1442700	2
-1442650	2
-1442600	1
-1442550	1
-1442500	0
-1442450	1
-1442400	1
-1442350	0
-1442300	2
-1442250	1
-1442200	2
-1442150	0
-1442100	3
-1442050	1
-1442000	1
-1441950	0
-1441900	0
-1441850	2
-1441800	0
-1441750	0
-1441700	1
-1441650	0
-1441600	1
-1441550	1
-1441500	2
-1441450	1
-1441400	3
-1441350	0
-1441300	2
-1441250	0
-1441200	3
-1441150	1
-1441100	4
-1441050	0
-1441000	1
-1440950	4
-1440900	1
-1440850	4
-1440800	0
-1440750	1
-1440700	2
-1440650	3
-1440600	1
-1440550	1
-1440500	1
-1440450	1
-1440400	3
-1440350	1
-1440300	1
-1440250	1
-1440200	1
-1440150	4
-1440100	2
-1440050	2
-1440000	1
-1439950	0
-1439900	1
-1439850	0
-1439800	0
-1439750	1
-1439700	3
-1439650	4
-1439600	2
-1439550	3
-1439500	0
-1439450	3
-1439400	0
-1439350	1
-1439300	4
-1439250	3
-1439200	1
-1439150	1
-1439100	2
-1439050	2
-1439000	0
-1438950	1
-1438900	3
-1438850	1
-1438800	3
-1438750	1
-1438700	3
-1438650	3
-1438600	4
-1438550	5
-1438500	6
-1438450	6
-1438400	1
-1438350	6
-1438300	4
-1438250	6
-1438200	2
-1438150	4
-1438100	3
-1438050	9
-1438000	4
-1437950	4
-1437900	11
-1437850	8
-1437800	11
-1437750	7
-1437700	8
-1437650	9
-1437600	15
-1437550	9
-1437500	10
-1437450	13
-1437400	20
-1437350	19
-1437300	14
-1437250	22
-1437200	30
-1437150	19
-1437100	21
-1437050	30
-1437000	50
-1436950	32
-1436900	39
-1436850	37
-1436800	36
-1436750	39
-1436700	43
-1436650	53
-1436600	51
-1436550	30
-1436500	37
-1436450	48
-1436400	47
-1436350	30
-1436300	53
-1436250	42
-1436200	37
-1436150	40
-1436100	44
-1436050	35
-1436000	26
-1435950	21
-1435900	38
-1435850	28
-1435800	24
-1435750	22
-1435700	10
-1435650	21
-1435600	17
-1435550	12
-1435500	18
-1435450	17
-1435400	12
-1435350	10
-1435300	14
-1435250	11
-1435200	5
-1435150	9
-1435100	10
-1435050	5
-1435000	5
-1434950	10
-1434900	10
-1434850	7
-1434800	5
-1434750	4
-1434700	2
-1434650	5
-1434600	5
-1434550	4
-1434500	5
-1434450	3
-1434400	4
-1434350	4
-1434300	4
-1434250	0
-1434200	1
-1434150	2
-1434100	4
-1434050	2
-1434000	6
-1433950	2
-1433900	3
-1433850	0
-1433800	3
-1433750	5
-1433700	1
-1433650	4
-1433600	2
-1433550	2
-1433500	0
-1433450	2
-1433400	2
-1433350	1
-1433300	0
-1433250	1
-1433200	2
-1433150	1
-1433100	1
-1433050	0
-1433000	1
-1432950	0
-1432900	3
-1432850	2
-1432800	1
-1432750	0
-1432700	1
-1432650	1
-1432600	2
-1432550	2
-1432500	1
-1432450	0
-1432400	1
-1432350	2
-1432300	0
-1432250	0
-1432200	0
-1432150	2
-1432100	0
-1432050	0
-1432000	0
-1431950	2
-1431900	1
-1431850	1
-1431800	2
-1431750	1
-1431700	3
-1431650	2
-1431600	3
-1431550	0
-1431500	4
-1431450	1
-1431400	2
-1431350	2
-1431300	0
-1431250	0
-1431200	1
-1431150	2
-1431100	1
-1431050	3
-1431000	1
-1430950	0
-1430900	2
-1430850	0
-1430800	0
-1430750	4
-1430700	1
-1430650	1
-1430600	1
-1430550	0
-1430500	0
-1430450	1
-1430400	0
-1430350	2
-1430300	1
-1430250	2
-1430200	3
-1430150	2
-1430100	0
-1430050	0
-1430000	3
-1429950	1
-1429900	0
-1429850	3
-1429800	0
-1429750	2
-1429700	2
-1429650	2
-1429600	1
-1429550	2
-1429500	0
-1429450	1
-1429400	2
-1429350	0
-1429300	1
-1429250	1
-1429200	3
-1429150	1
-1429100	3
-1429050	1
-1429000	2
-1428950	3
-1428900	2
-1428850	1
-1428800	2
-1428750	2
-1428700	2
-1428650	1
-1428600	3
-1428550	4
-1428500	0
-1428450	0
-1428400	3
-1428350	1
-1428300	0
-1428250	3
-1428200	1
-1428150	0
-1428100	1
-1428050	1
-1428000	3
-1427950	2
-1427900	3
-1427850	0
-1427800	0
-1427750	1
-1427700	2
-1427650	0
-1427600	3
-1427550	0
-1427500	1
-1427450	0
-1427400	1
-1427350	1
-1427300	5
-1427250	2
-1427200	0
-1427150	2
-1427100	2
-1427050	0
-1427000	0
-1426950	4
-1426900	1
-1426850	0
-1426800	1
-1426750	1
-1426700	1
-1426650	1
-1426600	1
-1426550	3
-1426500	4
-1426450	1
-1426400	4
-1426350	2
-1426300	0
-1426250	4
-1426200	3
-1426150	3
-1426100	1
-1426050	4
-1426000	2
-1425950	6
-1425900	4
-1425850	4
-1425800	6
-1425750	6
-1425700	6
-1425650	7
-1425600	3
-1425550	2
-1425500	2
-1425450	10
-1425400	9
-1425350	6
-1425300	12
-1425250	7
-1425200	8
-1425150	9
-1425100	6
-1425050	10
-1425000	20
-1424950	17
-1424900	22
-1424850	21
-1424800	13
-1424750	28
-1424700	18
-1424650	23
-1424600	23
-1424550	33
-1424500	30
-1424450	28
-1424400	48
-1424350	37
-1424300	47
-1424250	45
-1424200	44
-1424150	45
-1424100	41
-1424050	37
-1424000	44
-1423950	60
-1423900	56
-1423850	51
-1423800	45
-1423750	38
-1423700	45
-1423650	26
-1423600	50
-1423550	31
-1423500	32
-1423450	23
-1423400	24
-1423350	20
-1423300	14
-1423250	21
-1423200	19
-1423150	20
-1423100	14
-1423050	14
-1423000	13
-1422950	23
-1422900	18
-1422850	12
-1422800	12
-1422750	11
-1422700	9
-1422650	4
-1422600	8
-1422550	11
-1422500	4
-1422450	8
-1422400	6
-1422350	4
-1422300	2
-1422250	2
-1422200	9
-1422150	3
-1422100	3
-1422050	4
-1422000	2
-1421950	4
-1421900	3
-1421850	5
-1421800	3
-1421750	2
-1421700	7
-1421650	4
-1421600	2
-1421550	0
-1421500	5
-1421450	2
-1421400	1
-1421350	2
-1421300	1
-1421250	1
-1421200	0
-1421150	2
-1421100	2
-1421050	1
-1421000	2
-1420950	2
-1420900	3
-1420850	2
-1420800	2
-1420750	0
-1420700	1
-1420650	1
-1420600	4
-1420550	0
-1420500	0
-1420450	3
-1420400	2
-1420350	4
-1420300	0
-1420250	0
-1420200	4
-1420150	2
-1420100	1
-1420050	1
-1420000	0
-1419950	1
-1419900	3
-1419850	2
-1419800	2
-1419750	0
-1419700	0
-1419650	0
-1419600	0
-1419550	2
-1419500	2
-1419450	0
-1419400	1
-1419350	0
-1419300	0
-1419250	2
-1419200	1
-1419150	1
-1419100	3
-1419050	0
-1419000	1
-1418950	1
-1418900	2
-1418850	0
-1418800	0
-1418750	4
-1418700	1
-1418650	1
-1418600	2
-1418550	0
-1418500	1
-1418450	2
-1418400	3
-1418350	0
-1418300	0
-1418250	0
-1418200	3
-1418150	0
-1418100	1
-1418050	1
-1418000	1
-1417950	0
-1417900	0
-1417850	3
-1417800	1
-1417750	2
-1417700	1
-1417650	0
-1417600	4
-1417550	0
-1417500	0
-1417450	1
-1417400	2
-1417350	1
-1417300	3
-1417250	2
-1417200	0
-1417150	0
-1417100	1
-1417050	1
-1417000	2
-1416950	0
-1416900	0
-1416850	2
-1416800	1
-1416750	0
-1416700	1
-1416650	1
-1416600	1
-1416550	0
-1416500	2
-1416450	0
-1416400	1
-1416350	1
-1416300	0
-1416250	1
-1416200	0
-1416150	0
-1416100	2
-1416050	1
-1416000	0
-1415950	1
-1415900	2
-1415850	1
-1415800	3
-1415750	2
-1415700	0
-1415650	0
-1415600	2
-1415550	5
-1415500	1
-1415450	2
-1415400	2
-1415350	1
-1415300	3
-1415250	1
-1415200	2
-1415150	2
-1415100	3
-1415050	2
-1415000	1
-1414950	0
-1414900	1
-1414850	0
-1414800	7
-1414750	4
-1414700	1
-1414650	1
-1414600	1
-1414550	0
-1414500	2
-1414450	0
-1414400	1
-1414350	1
-1414300	2
-1414250	4
-1414200	0
-1414150	2
-1414100	2
-1414050	1
-1414000	3
-1413950	5
-1413900	2
-1413850	0
-1413800	2
-1413750	2
-1413700	3
-1413650	3
-1413600	5
-1413550	3
-1413500	4
-1413450	4
-1413400	1
-1413350	4
-1413300	2
-1413250	7
-1413200	4
-1413150	6
-1413100	2
-1413050	5
-1413000	4
-1412950	4
-1412900	8
-1412850	9
-1412800	7
-1412750	13
-1412700	10
-1412650	6
-1412600	17
-1412550	14
-1412500	15
-1412450	10
-1412400	22
-1412350	12
-1412300	21
-1412250	16
-1412200	22
-1412150	33
-1412100	16
-1412050	27
-1412000	31
-1411950	41
-1411900	30
-1411850	34
-1411800	32
-1411750	55
-1411700	45
-1411650	66
-1411600	28
-1411550	43
-1411500	55
-1411450	57
-1411400	43
-1411350	40
-1411300	40
-1411250	56
-1411200	41
-1411150	38
-1411100	44
-1411050	22
-1411000	34
-1410950	32
-1410900	22
-1410850	19
-1410800	24
-1410750	14
-1410700	22
-1410650	19
-1410600	14
-1410550	14
-1410500	13
-1410450	11
-1410400	9
-1410350	9
-1410300	9
-1410250	11
-1410200	7
-1410150	6
-1410100	7
-1410050	5
-1410000	5
-1409950	9
-1409900	3
-1409850	5
-1409800	8
-1409750	3
-1409700	1
-1409650	5
-1409600	1
-1409550	2
-1409500	7
-1409450	1
-1409400	6
-1409350	2
-1409300	7
-1409250	1
-1409200	3
-1409150	1
-1409100	1
-1409050	3
-1409000	1
-1408950	2
-1408900	3
-1408850	1
-1408800	2
-1408750	0
-1408700	2
-1408650	1
-1408600	2
-1408550	3
-1408500	1
-1408450	2
-1408400	1
-1408350	4
-1408300	2
-1408250	1
-1408200	1
-1408150	2
-1408100	1
-1408050	2
-1408000	0
-1407950	0
-1407900	3
-1407850	0
-1407800	0
-1407750	1
-1407700	2
-1407650	3
-1407600	1
-1407550	3
-1407500	4
-1407450	2
-1407400	2
-1407350	2
-1407300	2
-1407250	1
-1407200	2
-1407150	0
-1407100	1
-1407050	0
-1407000	1
-1406950	0
-1406900	2
-1406850	1
-1406800	1
-1406750	2
-1406700	0
-1406650	3
-1406600	2
-1406550	1
-1406500	1
-1406450	1
-1406400	2
-1406350	1
-1406300	3
-1406250	1
-1406200	0
-1406150	0
-1406100	2
-1406050	1
-1406000	0
-1405950	3
-1405900	1
-1405850	3
-1405800	0
-1405750	0
-1405700	1
-1405650	2
-1405600	1
-1405550	2
-1405500	3
-1405450	2
-1405400	3
-1405350	1
-1405300	1
-1405250	0
-1405200	0
-1405150	2
-1405100	0
-1405050	3
-1405000	0
-1404950	3
-1404900	0
-1404850	1
-1404800	4
-1404750	0
-1404700	0
-1404650	0
-1404600	2
-1404550	1
-1404500	1
-1404450	2
-1404400	0
-1404350	2
-1404300	1
-1404250	1
-1404200	2
-1404150	1
-1404100	1
-1404050	1
-1404000	0
-1403950	1
-1403900	0
-1403850	1
-1403800	0
-1403750	1
-1403700	1
-1403650	1
-1403600	6
-1403550	0
-1403500	1
-1403450	2
-1403400	0
-1403350	1
-1403300	2
-1403250	1
-1403200	0
-1403150	2
-1403100	1
-1403050	0
-1403000	0
-1402950	0
-1402900	1
-1402850	2
-1402800	0
-1402750	1
-1402700	2
-1402650	2
-1402600	2
-1402550	1
-1402500	1
-1402450	2
-1402400	2
-1402350	0
-1402300	3
-1402250	0
-1402200	2
-1402150	2
-1402100	4
-1402050	2
-1402000	2
-1401950	3
-1401900	1
-1401850	2
-1401800	1
-1401750	1
-1401700	0
-1401650	1
-1401600	1
-1401550	1
-1401500	0
-1401450	0
-1401400	0
-1401350	3
-1401300	4
-1401250	3
-1401200	4
-1401150	4
-1401100	1
-1401050	4
-1401000	6
-1400950	4
-1400900	4
-1400850	6
-1400800	6
-1400750	3
-1400700	2
-1400650	7
-1400600	4
-1400550	6
-1400500	11
-1400450	9
-1400400	7
-1400350	4
-1400300	5
-1400250	11
-1400200	6
-1400150	6
-1400100	8
-1400050	16
-1400000	14
-1399950	12
-1399900	16
-1399850	15
-1399800	11
-1399750	24
-1399700	20
-1399650	35
-1399600	23
-1399550	27
-1399500	29
-1399450	28
-1399400	40
-1399350	43
-1399300	40
-1399250	38
-1399200	45
-1399150	53
-1399100	46
-1399050	52
-1399000	57
-1398950	46
-1398900	50
-1398850	36
-1398800	32
-1398750	36
-1398700	45
-1398650	22
-1398600	38
-1398550	36
-1398500	34
-1398450	30
-1398400	30
-1398350	30
-1398300	21
-1398250	18
-1398200	21
-1398150	27
-1398100	14
-1398050	9
-1398000	17
-1397950	13
-1397900	10
-1397850	17
-1397800	11
-1397750	10
-1397700	9
-1397650	4
-1397600	12
-1397550	6
-1397500	8
-1397450	7
-1397400	5
-1397350	5
-1397300	3
-1397250	3
-1397200	4
-1397150	3
-1397100	5
-1397050	4
-1397000	2
-1396950	1
-1396900	2
-1396850	3
-1396800	2
-1396750	4
-1396700	3
-1396650	1
-1396600	1
-1396550	1
-1396500	6
-1396450	4
-1396400	3
-1396350	0
-1396300	2
-1396250	1
-1396200	1
-1396150	1
-1396100	4
-1396050	2
-1396000	2
-1395950	1
-1395900	1
-1395850	1
-1395800	0
-1395750	0
-1395700	0
-1395650	2
-1395600	4
-1395550	3
-1395500	1
-1395450	3
-1395400	2
-1395350	1
-1395300	1
-1395250	3
-1395200	3
-1395150	1
-1395100	1
-1395050	2
-1395000	5
-1394950	0
-1394900	1
-1394850	0
-1394800	0
-1394750	0
-1394700	1
-1394650	0
-1394600	0
-1394550	2
-1394500	1
-1394450	0
-1394400	0
-1394350	0
-1394300	0
-1394250	0
-1394200	1
-1394150	0
-1394100	1
-1394050	4
-1394000	1
-1393950	0
-1393900	0
-1393850	1
-1393800	0
-1393750	0
-1393700	1
-1393650	1
-1393600	0
-1393550	0
-1393500	0
-1393450	0
-1393400	0
-1393350	3
-1393300	1
-1393250	0
-1393200	2
-1393150	1
-1393100	2
-1393050	2
-1393000	4
-1392950	0
-1392900	2
-1392850	2
-1392800	3
-1392750	1
-1392700	2
-1392650	1
-1392600	1
-1392550	1
-1392500	1
-1392450	2
-1392400	1
-1392350	1
-1392300	0
-1392250	3
-1392200	3
-1392150	6
-1392100	0
-1392050	1
-1392000	0
-1391950	1
-1391900	0
-1391850	0
-1391800	0
-1391750	0
-1391700	1
-1391650	0
-1391600	1
-1391550	2
-1391500	3
-1391450	1
-1391400	0
-1391350	6
-1391300	2
-1391250	1
-1391200	4
-1391150	2
-1391100	2
-1391050	0
-1391000	1
-1390950	2
-1390900	2
-1390850	0
-1390800	2
-1390750	1
-1390700	1
-1390650	3
-1390600	1
-1390550	2
-1390500	0
-1390450	1
-1390400	0
-1390350	2
-1390300	1
-1390250	0
-1390200	1
-1390150	1
-1390100	2
-1390050	1
-1390000	1
-1389950	0
-1389900	4
-1389850	3
-1389800	1
-1389750	4
-1389700	2
-1389650	3
-1389600	4
-1389550	4
-1389500	0
-1389450	2
-1389400	1
-1389350	2
-1389300	5
-1389250	4
-1389200	2
-1389150	1
-1389100	3
-1389050	1
-1389000	2
-1388950	4
-1388900	3
-1388850	3
-1388800	2
-1388750	4
-1388700	3
-1388650	4
-1388600	0
-1388550	3
-1388500	3
-1388450	3
-1388400	4
-1388350	4
-1388300	4
-1388250	2
-1388200	3
-1388150	4
-1388100	4
-1388050	7
-1388000	4
-1387950	6
-1387900	6
-1387850	11
-1387800	12
-1387750	12
-1387700	11
-1387650	16
-1387600	8
-1387550	18
-1387500	13
-1387450	20
-1387400	18
-1387350	11
-1387300	19
-1387250	23
-1387200	29
-1387150	32
-1387100	24
-1387050	33
-1387000	29
-1386950	25
-1386900	37
-1386850	47
-1386800	45
-1386750	48
-1386700	41
-1386650	40
-1386600	40
-1386550	53
-1386500	53
-1386450	39
-1386400	39
-1386350	54
-1386300	27
-1386250	38
-1386200	40
-1386150	33
-1386100	31
-1386050	44
-1386000	33
-1385950	27
-1385900	21
-1385850	37
-1385800	36
-1385750	24
-1385700	21
-1385650	22
-1385600	20
-1385550	17
-1385500	16
-1385450	12
-1385400	14
-1385350	11
-1385300	13
-1385250	7
-1385200	7
-1385150	7
-1385100	7
-1385050	5
-1385000	8
-1384950	5
-1384900	5
-1384850	3
-1384800	7
-1384750	5
-1384700	5
-1384650	3
-1384600	3
-1384550	3
-1384500	9
-1384450	4
-1384400	6
-1384350	5
-1384300	1
-1384250	0
-1384200	3
-1384150	0
-1384100	1
-1384050	4
-1384000	5
-1383950	1
-1383900	3
-1383850	2
-1383800	2
-1383750	1
-1383700	4
-1383650	4
-1383600	1
-1383550	0
-1383500	1
-1383450	1
-1383400	1
-1383350	0
-1383300	2
-1383250	2
-1383200	3
-1383150	4
-1383100	1
-1383050	1
-1383000	1
-1382950	0
-1382900	2
-1382850	3
-1382800	3
-1382750	4
-1382700	3
-1382650	1
-1382600	1
-1382550	1
-1382500	0
-1382450	3
-1382400	3
-1382350	0
-1382300	1
-1382250	2
-1382200	2
-1382150	3
-1382100	0
-1382050	0
-1382000	2
-1381950	0
-1381900	2
-1381850	2
-1381800	1
-1381750	0
-1381700	2
-1381650	2
-1381600	3
-1381550	2
-1381500	4
-1381450	1
-1381400	3
-1381350	3
-1381300	4
-1381250	1
-1381200	1
-1381150	2
-1381100	1
-1381050	1
-1381000	1
-1380950	2
-1380900	2
-1380850	2
-1380800	2
-1380750	2
-1380700	1
-1380650	1
-1380600	1
-1380550	1
-1380500	2
-1380450	0
-1380400	1
-1380350	0
-1380300	4
-1380250	3
-1380200	0
-1380150	1
-1380100	0
-1380050	2
-1380000	1
-1379950	3
-1379900	3
-1379850	0
-1379800	1
-1379750	2
-1379700	0
-1379650	1
-1379600	3
-1379550	2
-1379500	1
-1379450	2
-1379400	3
-1379350	2
-1379300	0
-1379250	2
-1379200	1
-1379150	3
-1379100	1
-1379050	0
-1379000	1
-1378950	3
-1378900	2
-1378850	0
-1378800	2
-1378750	1
-1378700	0
-1378650	1
-1378600	1
-1378550	2
-1378500	0
-1378450	2
-1378400	0
-1378350	4
-1378300	2
-1378250	0
-1378200	4
-1378150	0
-1378100	2
-1378050	0
-1378000	2
-1377950	1
-1377900	2
-1377850	1
-1377800	1
-1377750	2
-1377700	2
-1377650	0
-1377600	0
-1377550	1
-1377500	3
-1377450	0
-1377400	1
-1377350	2
-1377300	1
-1377250	0
-1377200	1
-1377150	3
-1377100	2
-1377050	1
-1377000	0
-1376950	1
-1376900	1
-1376850	1
-1376800	1
-1376750	1
-1376700	2
-1376650	0
-1376600	3
-1376550	2
-1376500	0
-1376450	1
-1376400	1
-1376350	1
-1376300	2
-1376250	3
-1376200	1
-1376150	2
-1376100	4
-1376050	4
-1376000	1
-1375950	5
-1375900	6
-1375850	7
-1375800	5
-1375750	7
-1375700	6
-1375650	5
-1375600	2
-1375550	5
-1375500	4
-1375450	14
-1375400	6
-1375350	11
-1375300	7
-1375250	9
-1375200	10
-1375150	5
-1375100	15
-1375050	14
-1375000	16
-1374950	14
-1374900	24
-1374850	21
-1374800	24
-1374750	29
-1374700	36
-1374650	27
-1374600	19
-1374550	27
-1374500	28
-1374450	31
-1374400	32
-1374350	40
-1374300	40
-1374250	50
-1374200	42
-1374150	48
-1374100	50
-1374050	55
-1374000	43
-1373950	41
-1373900	47
-1373850	46
-1373800	52
-1373750	43
-1373700	30
-1373650	39
-1373600	38
-1373550	33
-1373500	34
-1373450	36
-1373400	45
-1373350	28
-1373300	20
-1373250	26
-1373200	15
-1373150	16
-1373100	8
-1373050	16
-1373000	13
-1372950	8
-1372900	11
-1372850	11
-1372800	15
-1372750	10
-1372700	13
-1372650	10
-1372600	7
-1372550	6
-1372500	7
-1372450	8
-1372400	6
-1372350	3
-1372300	9
-1372250	5
-1372200	3
-1372150	3
-1372100	1
-1372050	3
-1372000	1
-1371950	3
-1371900	1
-1371850	2
-1371800	2
-1371750	2
-1371700	2
-1371650	1
-1371600	1
-1371550	2
-1371500	3
-1371450	2
-1371400	3
-1371350	1
-1371300	1
-1371250	4
-1371200	2
-1371150	0
-1371100	0
-1371050	5
-1371000	0
-1370950	0
-1370900	2
-1370850	0
-1370800	4
-1370750	3
-1370700	2
-1370650	2
-1370600	5
-1370550	1
-1370500	2
-1370450	0
-1370400	3
-1370350	2
-1370300	3
-1370250	3
-1370200	2
-1370150	1
-1370100	1
-1370050	1
-1370000	4
-1369950	1
-1369900	1
-1369850	0
-1369800	2
-1369750	0
-1369700	3
-1369650	3
-1369600	4
-1369550	0
-1369500	1
-1369450	1
-1369400	1
-1369350	0
-1369300	0
-1369250	1
-1369200	3
-1369150	0
-1369100	3
-1369050	2
-1369000	0
-1368950	0
-1368900	0
-1368850	1
-1368800	4
-1368750	1
-1368700	1
-1368650	2
-1368600	0
-1368550	0
-1368500	1
-1368450	2
-1368400	0
-1368350	1
-1368300	2
-1368250	5
-1368200	2
-1368150	1
-1368100	3
-1368050	1
-1368000	2
-1367950	2
-1367900	0
-1367850	1
-1367800	1
-1367750	2
-1367700	0
-1367650	1
-1367600	1
-1367550	2
-1367500	1
-1367450	2
-1367400	2
-1367350	1
-1367300	2
-1367250	0
-1367200	2
-1367150	0
-1367100	3
-1367050	2
-1367000	1
-1366950	1
-1366900	1
-1366850	2
-1366800	3
-1366750	1
-1366700	0
-1366650	0
-1366600	1
-1366550	0
-1366500	2
-1366450	1
-1366400	1
-1366350	1
-1366300	2
-1366250	2
-1366200	2
-1366150	0
-1366100	0
-1366050	1
-1366000	2
-1365950	0
-1365900	0
-1365850	1
-1365800	4
-1365750	3
-1365700	1
-1365650	1
-1365600	0
-1365550	2
-1365500	1
-1365450	3
-1365400	0
-1365350	1
-1365300	2
-1365250	2
-1365200	1
-1365150	1
-1365100	4
-1365050	1
-1365000	1
-1364950	2
-1364900	2
-1364850	0
-1364800	1
-1364750	1
-1364700	1
-1364650	2
-1364600	1
-1364550	2
-1364500	0
-1364450	3
-1364400	2
-1364350	0
-1364300	1
-1364250	0
-1364200	2
-1364150	8
-1364100	3
-1364050	0
-1364000	3
-1363950	1
-1363900	1
-1363850	3
-1363800	1
-1363750	2
-1363700	4
-1363650	2
-1363600	2
-1363550	5
-1363500	3
-1363450	4
-1363400	2
-1363350	5
-1363300	3
-1363250	8
-1363200	5
-1363150	2
-1363100	7
-1363050	5
-1363000	9
-1362950	11
-1362900	6
-1362850	6
-1362800	6
-1362750	14
-1362700	9
-1362650	11
-1362600	11
-1362550	17
-1362500	11
-1362450	18
-1362400	17
-1362350	12
-1362300	16
-1362250	24
-1362200	23
-1362150	23
-1362100	20
-1362050	27
-1362000	40
-1361950	27
-1361900	31
-1361850	44
-1361800	46
-1361750	31
-1361700	39
-1361650	44
-1361600	48
-1361550	51
-1361500	42
-1361450	52
-1361400	47
-1361350	32
-1361300	37
-1361250	48
-1361200	38
-1361150	52
-1361100	40
-1361050	30
-1361000	30
-1360950	31
-1360900	37
-1360850	23
-1360800	20
-1360750	24
-1360700	17
-1360650	15
-1360600	20
-1360550	17
-1360500	24
-1360450	22
-1360400	12
-1360350	13
-1360300	9
-1360250	11
-1360200	12
-1360150	10
-1360100	7
-1360050	5
-1360000	7
-1359950	8
-1359900	3
-1359850	4
-1359800	4
-1359750	3
-1359700	2
-1359650	7
-1359600	4
-1359550	4
-1359500	2
-1359450	2
-1359400	1
-1359350	5
-1359300	0
-1359250	3
-1359200	5
-1359150	3
-1359100	5
-1359050	2
-1359000	2
-1358950	1
-1358900	7
-1358850	3
-1358800	3
-1358750	6
-1358700	3
-1358650	3
-1358600	2
-1358550	2
-1358500	0
-1358450	2
-1358400	1
-1358350	3
-1358300	1
-1358250	3
-1358200	0
-1358150	2
-1358100	1
-1358050	2
-1358000	2
-1357950	3
-1357900	2
-1357850	2
-1357800	2
-1357750	1
-1357700	0
-1357650	0
-1357600	2
-1357550	1
-1357500	1
-1357450	2
-1357400	3
-1357350	1
-1357300	2
-1357250	1
-1357200	2
-1357150	1
-1357100	0
-1357050	1
-1357000	0
-1356950	0
-1356900	0
-1356850	0
-1356800	1
-1356750	3
-1356700	1
-1356650	3
-1356600	4
-1356550	2
-1356500	0
-1356450	2
-1356400	1
-1356350	1
-1356300	2
-1356250	0
-1356200	4
-1356150	0
-1356100	3
-1356050	2
-1356000	2
-1355950	2
-1355900	1
-1355850	3
-1355800	3
-1355750	0
-1355700	2
-1355650	2
-1355600	0
-1355550	3
-1355500	0
-1355450	2
-1355400	1
-1355350	1
-1355300	1
-1355250	1
-1355200	0
-1355150	0
-1355100	2
-1355050	1
-1355000	0
-1354950	0
-1354900	2
-1354850	1
-1354800	2
-1354750	1
-1354700	2
-1354650	0
-1354600	4
-1354550	1
-1354500	2
-1354450	3
-1354400	2
-1354350	0
-1354300	2
-1354250	4
-1354200	4
-1354150	1
-1354100	2
-1354050	0
-1354000	0
-1353950	0
-1353900	2
-1353850	2
-1353800	0
-1353750	2
-1353700	1
-1353650	0
-1353600	0
-1353550	0
-1353500	2
-1353450	0
-1353400	2
-1353350	1
-1353300	3
-1353250	0
-1353200	1
-1353150	2
-1353100	1
-1353050	1
-1353000	1
-1352950	1
-1352900	1
-1352850	2
-1352800	2
-1352750	1
-1352700	1
-1352650	3
-1352600	1
-1352550	1
-1352500	3
-1352450	3
-1352400	1
-1352350	1
-1352300	1
-1352250	0
-1352200	0
-1352150	3
-1352100	2
-1352050	3
-1352000	6
-1351950	0
-1351900	1
-1351850	2
-1351800	2
-1351750	2
-1351700	2
-1351650	2
-1351600	2
-1351550	2
-1351500	1
-1351450	2
-1351400	3
-1351350	3
-1351300	5
-1351250	4
-1351200	2
-1351150	5
-1351100	3
-1351050	4
-1351000	1
-1350950	1
-1350900	5
