"Time differences (ps)"	"Counts per bin"
-1350850	9
-1350800	4
-1350750	6
-1350700	4
-1350650	5
-1350600	5
-1350550	10
-1350500	8
-1350450	7
-1350400	9
-1350350	7
-1350300	7
-1350250	11
-1350200	13
-1350150	12
-1350100	10
-1350050	17
-1350000	12
-1349950	22
-1349900	20
-1349850	18
-1349800	19
-1349750	16
-1349700	27
-1349650	25
-1349600	21
-1349550	26
-1349500	26
-1349450	32
-1349400	35
-1349350	37
-1349300	39
-1349250	50
-1349200	57
-1349150	44
-1349100	55
-1349050	47
-1349000	47
-1348950	40
-1348900	41
-1348850	58
-1348800	45
-1348750	43
-1348700	25
-1348650	33
-1348600	46
-1348550	25
-1348500	25
-1348450	33
-1348400	32
-1348350	16
-1348300	25
-1348250	27
-1348200	26
-1348150	18
-1348100	21
-1348050	10
-1348000	12
-1347950	7
-1347900	12
-1347850	12
-1347800	9
-1347750	11
-1347700	8
-1347650	10
-1347600	3
-1347550	8
-1347500	10
-1347450	6
-1347400	8
-1347350	3
-1347300	6
-1347250	0
-1347200	3
-1347150	4
-1347100	4
-1347050	4
-1347000	3
-1346950	1
-1346900	4
-1346850	5
-1346800	0
-1346750	3
-1346700	4
-1346650	5
-1346600	2
-1346550	4
-1346500	2
-1346450	2
-1346400	1
-1346350	3
-1346300	4
-1346250	1
-1346200	1
-1346150	1
-1346100	1
-1346050	1
-1346000	3
-1345950	1
-1345900	1
-1345850	1
-1345800	2
-1345750	1
-1345700	2
-1345650	1
-1345600	3
-1345550	1
-1345500	0
-1345450	3
-1345400	1
-1345350	0
-1345300	3
-1345250	0
-1345200	1
-1345150	1
-1345100	4
-1345050	0
-1345000	1
-1344950	0
-1344900	2
-1344850	2
-1344800	1
-1344750	2
-1344700	1
-1344650	3
-1344600	0
-1344550	1
-1344500	2
-1344450	2
-1344400	2
-1344350	2
-1344300	0
-1344250	1
-1344200	3
-1344150	2
-1344100	1
-1344050	1
-1344000	1
-1343950	0
-1343900	1
-1343850	0
-1343800	1
-1343750	1
-1343700	1
-1343650	0
-1343600	4
-1343550	1
-1343500	3
-1343450	1
-1343400	0
-1343350	1
-1343300	3
-1343250	1
-1343200	0
-1343150	1
-1343100	0
-1343050	1
-1343000	0
-1342950	2
-1342900	0
-1342850	2
-1342800	2
-1342750	3
-1342700	2
-1342650	2
-1342600	2
-1342550	4
-1342500	2
-1342450	0
-1342400	3
-1342350	1
-1342300	7
-1342250	0
-1342200	2
-1342150	1
-1342100	4
-1342050	1
-1342000	5
-1341950	0
-1341900	3
-1341850	0
-1341800	1
-1341750	2
-1341700	1
-1341650	0
-1341600	3
-1341550	0
-1341500	0
-1341450	1
-1341400	4
-1341350	2
-1341300	1
-1341250	1
-1341200	0
-1341150	1
-1341100	6
-1341050	1
-1341000	2
-1340950	2
-1340900	1
-1340850	1
-1340800	1
-1340750	2
-1340700	2
-1340650	1
-1340600	4
-1340550	1
-1340500	1
-1340450	0
-1340400	1
-1340350	1
-1340300	1
-1340250	2
-1340200	0
-1340150	2
-1340100	3
-1340050	2
-1340000	0
-1339950	2
-1339900	1
-1339850	4
-1339800	0
-1339750	0
-1339700	4
-1339650	3
-1339600	1
-1339550	1
-1339500	4
-1339450	3
-1339400	1
-1339350	1
-1339300	1
-1339250	0
-1339200	1
-1339150	2
-1339100	1
-1339050	0
-1339000	0
-1338950	2
-1338900	3
-1338850	1
-1338800	2
-1338750	3
-1338700	4
-1338650	2
-1338600	3
-1338550	5
-1338500	3
-1338450	3
-1338400	7
-1338350	6
-1338300	5
-1338250	4
-1338200	5
-1338150	4
-1338100	5
-1338050	4
-1338000	5
-1337950	6
-1337900	15
-1337850	10
-1337800	11
-1337750	12
-1337700	16
-1337650	12
-1337600	18
-1337550	11
-1337500	13
-1337450	24
-1337400	14
-1337350	19
-1337300	14
-1337250	28
-1337200	23
-1337150	34
-1337100	24
-1337050	32
-1337000	32
-1336950	37
-1336900	43
-1336850	41
-1336800	52
-1336750	38
-1336700	46
-1336650	55
-1336600	37
-1336550	57
-1336500	45
-1336450	41
-1336400	34
-1336350	38
-1336300	41
-1336250	48
-1336200	40
-1336150	41
-1336100	33
-1336050	35
-1336000	41
-1335950	19
-1335900	27
-1335850	27
-1335800	29
-1335750	28
-1335700	27
-1335650	20
-1335600	17
-1335550	15
-1335500	16
-1335450	12
-1335400	13
-1335350	8
-1335300	10
-1335250	12
-1335200	9
-1335150	10
-1335100	13
-1335050	4
-1335000	8
-1334950	2
-1334900	8
-1334850	2
-1334800	4
-1334750	3
-1334700	3
-1334650	8
-1334600	2
-1334550	3
-1334500	1
-1334450	5
-1334400	1
-1334350	3
-1334300	1
-1334250	5
-1334200	0
-1334150	1
-1334100	1
-1334050	3
-1334000	1
-1333950	2
-1333900	1
-1333850	1
-1333800	2
-1333750	3
-1333700	5
-1333650	2
-1333600	2
-1333550	0
-1333500	3
-1333450	0
-1333400	2
-1333350	2
-1333300	0
-1333250	4
-1333200	2
-1333150	1
-1333100	4
-1333050	3
-1333000	2
-1332950	1
-1332900	1
-1332850	2
-1332800	0
-1332750	1
-1332700	4
-1332650	2
-1332600	2
-1332550	2
-1332500	0
-1332450	0
-1332400	2
-1332350	0
-1332300	0
-1332250	2
-1332200	0
-1332150	1
-1332100	1
-1332050	1
-1332000	1
-1331950	2
-1331900	1
-1331850	1
-1331800	0
-1331750	0
-1331700	1
-1331650	0
-1331600	1
-1331550	0
-1331500	0
-1331450	0
-1331400	1
-1331350	2
-1331300	1
-1331250	0
-1331200	2
-1331150	2
-1331100	2
-1331050	3
-1331000	4
-1330950	1
-1330900	3
-1330850	0
-1330800	1
-1330750	0
-1330700	3
-1330650	2
-1330600	2
-1330550	1
-1330500	0
-1330450	2
-1330400	1
-1330350	2
-1330300	3
-1330250	1
-1330200	1
-1330150	1
-1330100	2
-1330050	0
-1330000	0
-1329950	3
-1329900	2
-1329850	1
-1329800	2
-1329750	2
-1329700	1
-1329650	0
-1329600	0
-1329550	0
-1329500	3
-1329450	0
-1329400	0
-1329350	1
-1329300	0
-1329250	1
-1329200	1
-1329150	0
-1329100	1
-1329050	3
-1329000	3
-1328950	1
-1328900	1
-1328850	1
-1328800	0
-1328750	1
-1328700	1
-1328650	2
-1328600	1
-1328550	0
-1328500	2
-1328450	2
-1328400	1
-1328350	1
-1328300	0
-1328250	2
-1328200	1
-1328150	0
-1328100	0
-1328050	2
-1328000	1
-1327950	0
-1327900	0
-1327850	2
-1327800	1
-1327750	2
-1327700	3
-1327650	1
-1327600	1
-1327550	1
-1327500	0
-1327450	3
-1327400	1
-1327350	1
-1327300	3
-1327250	1
-1327200	0
-1327150	0
-1327100	4
-1327050	1
-1327000	1
-1326950	2
-1326900	3
-1326850	1
-1326800	2
-1326750	3
-1326700	3
-1326650	1
-1326600	6
-1326550	2
-1326500	1
-1326450	0
-1326400	1
-1326350	2
-1326300	4
-1326250	3
-1326200	2
-1326150	3
-1326100	1
-1326050	3
-1326000	5
-1325950	5
-1325900	2
-1325850	5
-1325800	2
-1325750	5
-1325700	5
-1325650	2
-1325600	7
-1325550	3
-1325500	5
-1325450	5
-1325400	7
-1325350	6
-1325300	9
-1325250	13
-1325200	9
-1325150	21
-1325100	10
-1325050	13
-1325000	14
-1324950	11
-1324900	19
-1324850	21
-1324800	26
-1324750	26
-1324700	23
-1324650	16
-1324600	31
-1324550	25
-1324500	33
-1324450	35
-1324400	30
-1324350	39
-1324300	45
-1324250	36
-1324200	34
-1324150	45
-1324100	45
-1324050	50
-1324000	48
-1323950	58
-1323900	40
-1323850	49
-1323800	44
-1323750	46
-1323700	38
-1323650	43
-1323600	37
-1323550	35
-1323500	33
-1323450	29
-1323400	24
-1323350	20
-1323300	24
-1323250	19
-1323200	24
-1323150	12
-1323100	22
-1323050	11
-1323000	14
-1322950	14
-1322900	10
-1322850	12
-1322800	7
-1322750	13
-1322700	10
-1322650	4
-1322600	3
-1322550	7
-1322500	6
-1322450	4
-1322400	4
-1322350	5
-1322300	4
-1322250	8
-1322200	3
-1322150	8
-1322100	5
-1322050	4
-1322000	6
-1321950	5
-1321900	6
-1321850	3
-1321800	3
-1321750	5
-1321700	3
-1321650	2
-1321600	2
-1321550	1
-1321500	0
-1321450	1
-1321400	3
-1321350	1
-1321300	0
-1321250	2
-1321200	2
-1321150	2
-1321100	2
-1321050	0
-1321000	2
-1320950	1
-1320900	0
-1320850	4
-1320800	0
-1320750	2
-1320700	3
-1320650	1
-1320600	1
-1320550	5
-1320500	0
-1320450	1
-1320400	2
-1320350	1
-1320300	0
-1320250	0
-1320200	0
-1320150	2
-1320100	2
-1320050	1
-1320000	3
-1319950	1
-1319900	1
-1319850	0
-1319800	2
-1319750	0
-1319700	1
-1319650	2
-1319600	0
-1319550	1
-1319500	1
-1319450	1
-1319400	1
-1319350	1
-1319300	0
-1319250	1
-1319200	0
-1319150	0
-1319100	0
-1319050	1
-1319000	0
-1318950	0
-1318900	1
-1318850	1
-1318800	1
-1318750	2
-1318700	1
-1318650	2
-1318600	1
-1318550	0
-1318500	1
-1318450	1
-1318400	1
-1318350	2
-1318300	3
-1318250	1
-1318200	1
-1318150	0
-1318100	1
-1318050	2
-1318000	1
-1317950	3
-1317900	0
-1317850	0
-1317800	0
-1317750	1
-1317700	1
-1317650	1
-1317600	0
-1317550	1
-1317500	1
-1317450	2
-1317400	1
-1317350	1
-1317300	2
-1317250	2
-1317200	1
-1317150	0
-1317100	2
-1317050	1
-1317000	2
-1316950	1
-1316900	4
-1316850	0
-1316800	1
-1316750	0
-1316700	0
-1316650	3
-1316600	1
-1316550	2
-1316500	0
-1316450	2
-1316400	0
-1316350	0
-1316300	3
-1316250	3
-1316200	1
-1316150	3
-1316100	1
-1316050	0
-1316000	3
-1315950	0
-1315900	1
-1315850	3
-1315800	5
-1315750	5
-1315700	1
-1315650	1
-1315600	2
-1315550	1
-1315500	2
-1315450	1
-1315400	4
-1315350	2
-1315300	1
-1315250	2
-1315200	0
-1315150	0
-1315100	3
-1315050	1
-1315000	2
-1314950	2
-1314900	1
-1314850	4
-1314800	2
-1314750	2
-1314700	0
-1314650	2
-1314600	1
-1314550	3
-1314500	1
-1314450	0
-1314400	2
-1314350	1
-1314300	4
-1314250	0
-1314200	2
-1314150	3
-1314100	1
-1314050	2
-1314000	0
-1313950	0
-1313900	6
-1313850	2
-1313800	2
-1313750	1
-1313700	1
-1313650	2
-1313600	2
-1313550	2
-1313500	6
-1313450	6
-1313400	6
-1313350	4
-1313300	4
-1313250	6
-1313200	5
-1313150	1
-1313100	8
-1313050	5
-1313000	3
-1312950	5
-1312900	8
-1312850	7
-1312800	13
-1312750	11
-1312700	14
-1312650	10
-1312600	16
-1312550	13
-1312500	13
-1312450	17
-1312400	14
-1312350	19
-1312300	21
-1312250	15
-1312200	25
-1312150	22
-1312100	31
-1312050	37
-1312000	29
-1311950	31
-1311900	34
-1311850	33
-1311800	30
-1311750	41
-1311700	35
-1311650	39
-1311600	45
-1311550	47
-1311500	38
-1311450	61
-1311400	47
-1311350	27
-1311300	44
-1311250	47
-1311200	39
-1311150	35
-1311100	41
-1311050	25
-1311000	32
-1310950	21
-1310900	30
-1310850	25
-1310800	23
-1310750	24
-1310700	15
-1310650	19
-1310600	17
-1310550	17
-1310500	10
-1310450	10
-1310400	14
-1310350	13
-1310300	5
-1310250	11
-1310200	10
-1310150	6
-1310100	13
-1310050	2
-1310000	4
-1309950	11
-1309900	4
-1309850	5
-1309800	6
-1309750	3
-1309700	5
-1309650	2
-1309600	4
-1309550	3
-1309500	7
-1309450	1
-1309400	2
-1309350	3
-1309300	0
-1309250	3
-1309200	3
-1309150	5
-1309100	1
-1309050	2
-1309000	1
-1308950	2
-1308900	2
-1308850	2
-1308800	1
-1308750	0
-1308700	1
-1308650	4
-1308600	3
-1308550	1
-1308500	3
-1308450	2
-1308400	2
-1308350	1
-1308300	3
-1308250	1
-1308200	2
-1308150	2
-1308100	1
-1308050	1
-1308000	2
-1307950	0
-1307900	6
-1307850	0
-1307800	3
-1307750	2
-1307700	1
-1307650	1
-1307600	1
-1307550	1
-1307500	1
-1307450	0
-1307400	1
-1307350	1
-1307300	2
-1307250	1
-1307200	1
-1307150	1
-1307100	1
-1307050	6
-1307000	0
-1306950	2
-1306900	1
-1306850	0
-1306800	1
-1306750	2
-1306700	2
-1306650	0
-1306600	0
-1306550	0
-1306500	0
-1306450	3
-1306400	4
-1306350	1
-1306300	3
-1306250	1
-1306200	0
-1306150	0
-1306100	0
-1306050	0
-1306000	1
-1305950	1
-1305900	2
-1305850	2
-1305800	1
-1305750	0
-1305700	1
-1305650	1
-1305600	2
-1305550	0
-1305500	0
-1305450	0
-1305400	0
-1305350	1
-1305300	2
-1305250	1
-1305200	0
-1305150	1
-1305100	2
-1305050	0
-1305000	1
-1304950	1
-1304900	2
-1304850	1
-1304800	0
-1304750	0
-1304700	0
-1304650	1
-1304600	1
-1304550	3
-1304500	1
-1304450	1
-1304400	1
-1304350	1
-1304300	1
-1304250	1
-1304200	3
-1304150	1
-1304100	0
-1304050	1
-1304000	3
-1303950	0
-1303900	0
-1303850	0
-1303800	0
-1303750	1
-1303700	0
-1303650	2
-1303600	1
-1303550	0
-1303500	3
-1303450	2
-1303400	2
-1303350	1
-1303300	2
-1303250	0
-1303200	1
-1303150	2
-1303100	1
-1303050	1
-1303000	0
-1302950	3
-1302900	1
-1302850	0
-1302800	1
-1302750	2
-1302700	3
-1302650	1
-1302600	1
-1302550	2
-1302500	3
-1302450	0
-1302400	3
-1302350	5
-1302300	1
-1302250	1
-1302200	0
-1302150	1
-1302100	2
-1302050	2
-1302000	1
-1301950	2
-1301900	2
-1301850	2
-1301800	1
-1301750	1
-1301700	2
-1301650	2
-1301600	1
-1301550	3
-1301500	6
-1301450	1
-1301400	2
-1301350	1
-1301300	2
-1301250	1
-1301200	1
-1301150	3
-1301100	3
-1301050	7
-1301000	5
-1300950	3
-1300900	3
-1300850	4
-1300800	0
-1300750	2
-1300700	6
-1300650	2
-1300600	7
-1300550	5
-1300500	8
-1300450	8
-1300400	10
-1300350	11
-1300300	11
-1300250	8
-1300200	14
-1300150	6
-1300100	11
-1300050	10
-1300000	14
-1299950	17
-1299900	19
-1299850	22
-1299800	19
-1299750	28
-1299700	21
-1299650	31
-1299600	23
-1299550	27
-1299500	29
-1299450	43
-1299400	27
-1299350	33
-1299300	48
-1299250	40
-1299200	44
-1299150	48
-1299100	56
-1299050	51
-1299000	51
-1298950	55
-1298900	47
-1298850	42
-1298800	38
-1298750	56
-1298700	44
-1298650	44
-1298600	39
-1298550	35
-1298500	38
-1298450	32
-1298400	31
-1298350	19
-1298300	32
-1298250	16
-1298200	24
-1298150	12
-1298100	13
-1298050	11
-1298000	12
-1297950	14
-1297900	13
-1297850	11
-1297800	7
-1297750	16
-1297700	8
-1297650	6
-1297600	12
-1297550	9
-1297500	10
-1297450	7
-1297400	4
-1297350	5
-1297300	3
-1297250	3
-1297200	5
-1297150	5
-1297100	1
-1297050	4
-1297000	3
-1296950	3
-1296900	1
-1296850	6
-1296800	2
-1296750	1
-1296700	1
-1296650	0
-1296600	2
-1296550	1
-1296500	0
-1296450	2
-1296400	0
-1296350	1
-1296300	5
-1296250	1
-1296200	1
-1296150	2
-1296100	0
-1296050	2
-1296000	2
-1295950	3
-1295900	0
-1295850	1
-1295800	3
-1295750	1
-1295700	3
-1295650	0
-1295600	1
-1295550	1
-1295500	0
-1295450	0
-1295400	2
-1295350	1
-1295300	2
-1295250	0
-1295200	2
-1295150	0
-1295100	3
-1295050	0
-1295000	2
-1294950	2
-1294900	2
-1294850	2
-1294800	0
-1294750	4
-1294700	1
-1294650	0
-1294600	2
-1294550	1
-1294500	1
-1294450	2
-1294400	2
-1294350	0
-1294300	0
-1294250	0
-1294200	5
-1294150	1
-1294100	3
-1294050	0
-1294000	0
-1293950	0
-1293900	3
-1293850	0
-1293800	1
-1293750	1
-1293700	1
-1293650	2
-1293600	1
-1293550	0
-1293500	0
-1293450	2
-1293400	1
-1293350	1
-1293300	1
-1293250	2
-1293200	0
-1293150	1
-1293100	0
-1293050	2
-1293000	3
-1292950	0
-1292900	2
-1292850	0
-1292800	0
-1292750	0
-1292700	2
-1292650	3
-1292600	1
-1292550	3
-1292500	1
-1292450	0
-1292400	0
-1292350	0
-1292300	2
-1292250	0
-1292200	3
-1292150	2
-1292100	1
-1292050	1
-1292000	2
-1291950	1
-1291900	4
-1291850	1
-1291800	1
-1291750	1
-1291700	0
-1291650	0
-1291600	2
-1291550	3
-1291500	2
-1291450	1
-1291400	3
-1291350	0
-1291300	2
-1291250	1
-1291200	2
-1291150	3
-1291100	0
-1291050	1
-1291000	2
-1290950	1
-1290900	1
-1290850	1
-1290800	2
-1290750	1
-1290700	0
-1290650	1
-1290600	1
-1290550	4
-1290500	2
-1290450	0
-1290400	1
-1290350	2
-1290300	2
-1290250	3
-1290200	2
-1290150	2
-1290100	2
-1290050	3
-1290000	3
-1289950	2
-1289900	2
-1289850	2
-1289800	1
-1289750	1
-1289700	2
-1289650	1
-1289600	0
-1289550	3
-1289500	1
-1289450	1
-1289400	3
-1289350	1
-1289300	2
-1289250	2
-1289200	2
-1289150	1
-1289100	3
-1289050	2
-1289000	4
-1288950	1
-1288900	0
-1288850	3
-1288800	3
-1288750	1
-1288700	1
-1288650	1
-1288600	2
-1288550	6
-1288500	1
-1288450	2
-1288400	2
-1288350	3
-1288300	4
-1288250	2
-1288200	1
-1288150	7
-1288100	3
-1288050	8
-1288000	2
-1287950	12
-1287900	4
-1287850	10
-1287800	12
-1287750	12
-1287700	11
-1287650	17
-1287600	11
-1287550	9
-1287500	11
-1287450	11
-1287400	17
-1287350	11
-1287300	14
-1287250	21
-1287200	24
-1287150	21
-1287100	26
-1287050	32
-1287000	37
-1286950	44
-1286900	33
-1286850	46
-1286800	36
-1286750	38
-1286700	47
-1286650	39
-1286600	38
-1286550	45
-1286500	41
-1286450	51
-1286400	61
-1286350	40
-1286300	46
-1286250	44
-1286200	35
-1286150	42
-1286100	35
-1286050	41
-1286000	31
-1285950	29
-1285900	17
-1285850	26
-1285800	19
-1285750	20
-1285700	21
-1285650	21
-1285600	22
-1285550	15
-1285500	11
-1285450	6
-1285400	12
-1285350	16
-1285300	9
-1285250	12
-1285200	8
-1285150	13
-1285100	5
-1285050	8
-1285000	3
-1284950	5
-1284900	4
-1284850	8
-1284800	7
-1284750	5
-1284700	2
-1284650	4
-1284600	8
-1284550	2
-1284500	4
-1284450	0
-1284400	3
-1284350	2
-1284300	3
-1284250	4
-1284200	4
-1284150	3
-1284100	1
-1284050	3
-1284000	2
-1283950	3
-1283900	1
-1283850	2
-1283800	2
-1283750	4
-1283700	1
-1283650	2
-1283600	2
-1283550	2
-1283500	2
-1283450	2
-1283400	2
-1283350	1
-1283300	2
-1283250	0
-1283200	1
-1283150	1
-1283100	2
-1283050	0
-1283000	0
-1282950	2
-1282900	1
-1282850	0
-1282800	1
-1282750	3
-1282700	2
-1282650	1
-1282600	2
-1282550	0
-1282500	1
-1282450	2
-1282400	1
-1282350	1
-1282300	2
-1282250	3
-1282200	1
-1282150	1
-1282100	0
-1282050	0
-1282000	2
-1281950	2
-1281900	1
-1281850	2
-1281800	1
-1281750	1
-1281700	0
-1281650	2
-1281600	2
-1281550	1
-1281500	1
-1281450	2
-1281400	1
-1281350	1
-1281300	4
-1281250	4
-1281200	0
-1281150	0
-1281100	0
-1281050	1
-1281000	1
-1280950	2
-1280900	0
-1280850	1
-1280800	1
-1280750	1
-1280700	1
-1280650	1
-1280600	2
-1280550	2
-1280500	1
-1280450	0
-1280400	1
-1280350	2
-1280300	4
-1280250	1
-1280200	1
-1280150	0
-1280100	0
-1280050	3
-1280000	0
-1279950	0
-1279900	1
-1279850	3
-1279800	0
-1279750	1
-1279700	1
-1279650	2
-1279600	0
-1279550	2
-1279500	2
-1279450	1
-1279400	0
-1279350	2
-1279300	2
-1279250	1
-1279200	0
-1279150	1
-1279100	1
-1279050	1
-1279000	2
-1278950	0
-1278900	3
-1278850	1
-1278800	0
-1278750	1
-1278700	1
-1278650	1
-1278600	1
-1278550	1
-1278500	1
-1278450	3
-1278400	1
-1278350	2
-1278300	0
-1278250	2
-1278200	1
-1278150	2
-1278100	4
-1278050	2
-1278000	1
-1277950	4
-1277900	0
-1277850	1
-1277800	2
-1277750	1
-1277700	2
-1277650	0
-1277600	2
-1277550	1
-1277500	0
-1277450	2
-1277400	0
-1277350	1
-1277300	3
-1277250	3
-1277200	4
-1277150	2
-1277100	1
-1277050	2
-1277000	3
-1276950	1
-1276900	2
-1276850	3
-1276800	3
-1276750	1
-1276700	0
-1276650	1
-1276600	5
-1276550	3
-1276500	1
-1276450	0
-1276400	0
-1276350	2
-1276300	4
-1276250	5
-1276200	3
-1276150	1
-1276100	2
-1276050	0
-1276000	7
-1275950	3
-1275900	2
-1275850	3
-1275800	8
-1275750	3
-1275700	1
-1275650	3
-1275600	5
-1275550	12
-1275500	10
-1275450	6
-1275400	5
-1275350	7
-1275300	6
-1275250	8
-1275200	14
-1275150	10
-1275100	11
-1275050	13
-1275000	15
-1274950	22
-1274900	7
-1274850	15
-1274800	27
-1274750	23
-1274700	19
-1274650	34
-1274600	29
-1274550	35
-1274500	28
-1274450	32
-1274400	38
-1274350	31
-1274300	44
-1274250	35
-1274200	54
-1274150	56
-1274100	41
-1274050	41
-1274000	40
-1273950	54
-1273900	52
-1273850	37
-1273800	50
-1273750	48
-1273700	37
-1273650	32
-1273600	40
-1273550	30
-1273500	40
-1273450	21
-1273400	32
-1273350	23
-1273300	26
-1273250	17
-1273200	24
-1273150	15
-1273100	18
-1273050	11
-1273000	16
-1272950	20
-1272900	12
-1272850	8
-1272800	12
-1272750	15
-1272700	4
-1272650	3
-1272600	9
-1272550	5
-1272500	3
-1272450	15
-1272400	6
-1272350	5
-1272300	4
-1272250	6
-1272200	3
-1272150	1
-1272100	0
-1272050	6
-1272000	3
-1271950	1
-1271900	4
-1271850	1
-1271800	2
-1271750	5
-1271700	0
-1271650	3
-1271600	5
-1271550	3
-1271500	0
-1271450	3
-1271400	2
-1271350	5
-1271300	0
-1271250	4
-1271200	0
-1271150	2
-1271100	3
-1271050	1
-1271000	3
-1270950	4
-1270900	2
-1270850	5
-1270800	1
-1270750	3
-1270700	0
-1270650	2
-1270600	2
-1270550	1
-1270500	2
-1270450	1
-1270400	2
-1270350	0
-1270300	2
-1270250	1
-1270200	2
-1270150	1
-1270100	2
-1270050	1
-1270000	1
-1269950	1
-1269900	4
-1269850	1
-1269800	0
-1269750	0
-1269700	0
-1269650	3
-1269600	1
-1269550	1
-1269500	0
-1269450	2
-1269400	2
-1269350	2
-1269300	0
-1269250	2
-1269200	0
-1269150	1
-1269100	2
-1269050	1
-1269000	2
-1268950	0
-1268900	3
-1268850	1
-1268800	3
-1268750	1
-1268700	0
-1268650	0
-1268600	2
-1268550	1
-1268500	2
-1268450	1
-1268400	1
-1268350	2
-1268300	4
-1268250	3
-1268200	1
-1268150	0
-1268100	0
-1268050	1
-1268000	3
-1267950	0
-1267900	0
-1267850	0
-1267800	1
-1267750	1
-1267700	0
-1267650	2
-1267600	3
-1267550	3
-1267500	1
-1267450	1
-1267400	2
-1267350	4
-1267300	0
-1267250	2
-1267200	2
-1267150	2
-1267100	1
-1267050	3
-1267000	2
-1266950	0
-1266900	1
-1266850	1
-1266800	4
-1266750	1
-1266700	0
-1266650	0
-1266600	1
-1266550	1
-1266500	2
-1266450	2
